totaldebt_invcap_sub_leverage_ratio,rect_turn_sub_asset_liabilities,leverage_ratio_sub_debt_ratio,asset_liabilities_sub_debt_ratio,capitalization_ratio_sub_debt_ratio2,totaldebt_invcap_sub_debt_ratio2,roe_sub_roa,asset_turnover_sub_roa,longtermdebt_invcap_sub_capitalization_ratio,label
-9.403,-0.9457618849999999,9.285,0.1807618849999999,0.010999999999999996,0.7150000000000001,0.09400000000000001,0.023000000000000007,0.0,0
-9.666,-0.96139947,9.561,0.18239947,0.0030000000000000027,0.7320000000000001,0.123,0.04100000000000001,0.0,0
-10.511,-0.9623679110000001,10.997,0.16436791100000003,-0.048,1.292,0.118,0.051,0.0,0
-12.201,-0.919427608,12.75,0.14142760799999998,-0.046,1.374,0.128,0.071,0.0,0
-12.811,-0.8830553990000001,13.297,0.13705539899999997,-0.045000000000000005,1.3219999999999998,0.136,0.089,0.0,0
-13.161,-0.830045497,13.811,0.1300454969999999,-0.061,1.48,0.137,0.111,0.0,0
-13.162,-0.842247595,14.017000000000001,0.12824759499999994,-0.07800000000000001,1.675,0.128,0.104,0.0,0
-12.867,-0.884018499,14.077,0.12701849900000006,-0.10600000000000001,2.0090000000000003,0.129,0.079,0.0,0
-12.483,-0.873355814,13.957,0.12935581399999996,-0.128,2.255,0.096,0.09200000000000001,0.0,0
-12.931000000000001,-0.8666112179999998,14.809000000000001,0.11961121799999996,-0.147,2.645,0.026,0.094,0.0,0
-7.548,-0.943899096,8.404,0.205899096,-0.16299999999999998,1.587,0.094,0.07699999999999999,0.0,0
-7.6690000000000005,-0.9544132499999999,8.903,0.19541324999999987,-0.14200000000000002,1.928,0.09,0.07100000000000001,0.0,0
-10.620999999999999,-0.95187968,11.241,0.15687967999999997,0.057999999999999996,1.3960000000000001,-0.009999999999999998,0.075,0.0,0
-11.16,-0.9332246539999999,11.931999999999999,0.14922465399999985,0.059,1.544,0.093,0.07400000000000001,0.0,0
-12.217,-0.9196223439999999,12.785,0.13962234399999984,0.10399999999999998,1.366,0.13,0.081,0.0,0
-13.137,-0.911241929,13.51,0.13324192899999998,0.16499999999999998,1.19,-0.005000000000000001,0.097,0.0,0
-14.481,-0.909791962,14.644,0.12179196200000009,0.21,1.007,-0.06999999999999999,0.098,0.0,0
-11.785,-0.952690606,11.759,0.17169060599999997,-0.051000000000000004,0.827,0.11800000000000002,0.052,0.0,0
-11.851,-0.931573858,11.955,0.155573858,0.10900000000000001,0.937,0.13,0.055999999999999994,0.0,0
-11.679,-0.9270302819999999,11.656,0.1510302819999999,0.233,0.803,0.115,0.05299999999999999,0.0,0
-11.908999999999999,-0.9391207540000001,11.786,0.14812075400000002,0.22299999999999998,0.7190000000000001,0.11900000000000001,0.05299999999999999,0.0,0
-12.081000000000001,-0.935160658,12.335,0.144160658,0.16999999999999998,1.0679999999999998,0.134,0.059,0.0,0
-12.131,-0.9227773149999999,12.489,0.1417773149999999,0.14200000000000002,1.1669999999999998,0.13,0.06999999999999999,0.0,0
-12.05,-0.891596646,12.479,0.14059664599999988,0.11499999999999999,1.2360000000000002,0.134,0.08299999999999999,0.0,0
-11.037,-0.8629509650000001,11.499,0.15195096500000005,0.07699999999999999,1.258,0.126,0.09899999999999999,0.0,0
-10.712,-0.8544510329999999,11.244,0.15645103299999985,0.04899999999999999,1.3199999999999998,0.12,0.10200000000000001,0.0,0
-10.778,-0.8750196929999999,11.628,0.15401969299999985,0.123,1.638,0.11800000000000002,0.089,0.07400000000000001,0
-11.584999999999999,-0.8799192230000001,12.953,0.14291922300000004,-0.096,2.1350000000000002,0.12299999999999998,0.091,0.0,0
-12.29,-0.8998844959999999,13.124,0.13088449599999985,0.014999999999999986,1.629,0.138,0.086,0.0,0
-11.066,-0.917582329,12.151,0.141582329,-0.025000000000000022,1.8469999999999998,0.148,0.07300000000000001,0.0,0
-11.776,-0.9203559589999999,12.594999999999999,0.13835595899999986,0.007000000000000006,1.609,0.14,0.068,0.0,0
-12.899999999999999,-0.916600164,13.706,0.13260016399999996,0.068,1.601,0.111,0.076,0.0,0
-12.257,-0.9035679619999999,12.946,0.13556796199999988,0.055999999999999994,1.487,0.129,0.08399999999999999,0.0,0
-12.378,-0.909048868,13.117,0.13604886799999993,0.05199999999999999,1.536,0.086,0.08499999999999999,0.0,0
-11.790000000000001,-0.910501509,12.121,0.14350150900000003,0.06799999999999999,1.151,0.10400000000000001,0.07699999999999999,0.0,0
-10.449000000000002,-0.9318570729999999,10.696000000000002,0.16085707299999985,0.047,1.0579999999999998,0.10300000000000001,0.061,0.0,0
-10.116,-0.94528862,10.223,0.16928862,0.28,0.8769999999999999,0.13,0.05399999999999999,0.0,0
-9.783999999999999,-0.9761298359999999,10.421,0.17612983599999987,0.04799999999999999,1.397,0.10600000000000001,0.046,0.0,0
-10.305,-0.960723374,10.66,0.16372337399999992,0.07699999999999999,1.149,0.07200000000000001,0.06199999999999999,0.0,0
-10.446,-0.9495857560000001,11.139,0.16158575600000002,0.16699999999999998,1.423,0.10200000000000001,0.059,0.0,0
-10.756,-0.9460566890000001,11.274000000000001,0.15805668900000003,0.28500000000000003,1.2209999999999999,0.131,0.062,0.0,0
-11.616,-0.9353660580000001,11.773,0.15336605800000003,0.43100000000000005,0.8420000000000001,0.151,0.062,0.0,0
-12.161999999999999,-0.828277533,12.299,0.1472775329999999,0.45199999999999996,0.7939999999999999,0.271,0.099,0.0,0
-12.506,-0.921161902,12.705,0.141161902,0.44299999999999995,0.872,0.028,0.064,0.0,0
-11.396,-0.9348850149999999,11.42,0.15288501499999985,0.4570000000000001,0.728,0.156,0.062,0.0,0
-10.868,-0.961902872,10.841,0.16090287199999997,0.4590000000000001,0.679,0.167,0.048,0.0,0
-11.717,-0.9771924740000001,11.694,0.15619247400000003,0.478,0.687,0.17,0.04000000000000001,0.0,0
-12.401,-0.977196873,12.38,0.14619687299999995,0.494,0.678,0.158,0.036000000000000004,0.0,0
-12.125,-0.97961804,12.165,0.1486180399999999,0.456,0.77,0.178,0.03900000000000001,0.0,0
-12.392,-0.971216643,12.643999999999998,0.14321664299999992,0.39599999999999996,0.9810000000000001,0.179,0.04599999999999999,0.0,0
-20.745,-0.9501980900000001,20.748,0.10819809000000014,0.202,0.8939999999999999,0.12000000000000001,0.052000000000000005,0.0,0
-22.275,-0.9279906750000001,22.393,0.10199067500000014,0.171,1.0110000000000001,0.128,0.063,0.0020000000000000018,0
-20.238,-0.9066209159999999,20.915,0.098620916,0.17500000000000002,1.533,0.12300000000000001,0.062,0.0,0
-20.607,-0.9077435810000001,21.287,0.08574358100000012,0.20800000000000002,1.535,0.111,0.057999999999999996,0.0,0
-20.853,-0.9176319230000001,21.047,0.08763192300000011,0.21199999999999997,1.081,0.11800000000000001,0.061,0.0,0
-21.251,-0.912543913,21.615000000000002,0.08654391300000008,0.20599999999999996,1.244,0.154,0.063,0.0,0
-19.627,-0.894624746,20.125,0.09362474600000004,0.17600000000000002,1.364,0.167,0.073,0.0,0
-19.336000000000002,-0.8609461780000001,19.875,0.09094617800000004,0.147,1.403,0.158,0.09,0.0,0
-18.539,-0.8436367690000001,19.011000000000003,0.09663676900000007,0.127,1.337,0.14300000000000002,0.107,0.0,0
-17.242,-0.8544018979999999,17.817999999999998,0.10440189799999999,0.097,1.4289999999999998,0.136,0.108,0.0,0
-15.569,-0.8895473379999999,16.09,0.11354733799999994,0.04000000000000001,1.3719999999999999,0.12299999999999998,0.091,0.0,0
-16.302,-0.8921054419999999,16.947,0.10810544199999994,-0.0020000000000000018,1.499,0.129,0.093,0.0,0
-17.334,-0.9042022310000001,17.593999999999998,0.10520223100000015,0.11,1.133,0.137,0.087,0.0,0
-17.592,-0.9096469909999999,17.928,0.10164699099999996,0.12000000000000001,1.205,0.14200000000000002,0.079,0.0,0
-19.374,-0.8597220839999999,18.703,0.10472208400000005,0.27399999999999997,0.257,0.024,0.11000000000000001,-0.01699999999999996,0
-17.98,-0.8826550280000001,17.275,0.11665502800000016,0.23700000000000002,0.22,-0.008,0.10400000000000001,-0.017000000000000015,0
-18.736,-0.8899742139999999,18.003,0.10997421399999996,0.181,0.19699999999999998,0.045,0.095,-0.017000000000000015,0
-15.278,-0.8912723649999998,14.563,0.13827236499999984,0.17800000000000002,0.201,0.081,0.097,-0.014000000000000012,0
-14.706999999999999,-0.8908952589999999,14.097999999999999,0.14189525899999988,0.11500000000000002,0.298,0.104,0.09100000000000001,-0.010000000000000009,0
-14.717,-0.901889807,13.99,0.13588980699999997,0.1,0.194,0.127,0.098,-0.0030000000000000027,0
-14.557,-0.9065051099999999,13.801,0.12950510999999987,0.077,0.16699999999999998,0.015999999999999997,0.106,0.0,0
-17.758000000000003,-0.914821747,17.034000000000002,0.11282174700000003,0.149,0.209,-0.36,0.109,0.0,0
-30.328,-0.8799254739999999,29.749,0.05992547399999992,0.23399999999999999,0.373,-0.992,0.11399999999999999,0.0,0
-12.216000000000001,-0.9649230740000001,11.626000000000001,0.16992307400000006,0.121,0.3,0.129,0.041999999999999996,0.0,0
-12.213000000000001,-0.955586006,11.805,0.16858600599999995,0.08499999999999999,0.46900000000000003,0.129,0.05,0.0010000000000000009,0
-11.337,-0.9482196129999999,10.856,0.17021961299999988,0.144,0.403,0.121,0.05600000000000001,0.03,0
-11.435,-0.9373941979999999,10.945,0.16139419799999988,0.135,0.397,0.125,0.054000000000000006,0.026999999999999996,0
-11.152000000000001,-0.9407127249999999,10.875,0.1607127249999999,0.17,0.592,0.131,0.052000000000000005,0.047000000000000014,0
-11.317,-0.939206788,11.258000000000001,0.157206788,0.172,0.794,0.135,0.05500000000000001,0.055999999999999994,0
-11.722999999999999,-0.921718466,11.552999999999999,0.15471846599999994,0.15400000000000003,0.684,0.144,0.065,0.0,0
-11.781,-0.8926414280000001,11.771,0.15164142800000002,0.385,0.8460000000000001,0.14300000000000002,0.081,0.329,0
-11.568,-0.8593993710000001,12.097,0.148399371,0.253,1.3499999999999999,0.149,0.095,0.18200000000000005,0
-11.468,-0.831223942,12.227,0.144223942,0.294,1.565,0.163,0.098,0.27599999999999997,0
-11.129999999999999,-0.8766114519999999,11.552999999999999,0.15161145199999992,0.15800000000000003,1.244,0.16,0.084,0.07700000000000001,0
-10.796000000000001,-0.882970021,11.14,0.1599700209999999,0.099,1.166,0.168,0.092,0.03999999999999998,0
-10.975999999999999,-0.877265239,11.214,0.1552652389999999,0.024999999999999994,1.061,0.163,0.096,0.0,0
-11.043999999999999,-0.8732092050000001,11.661999999999999,0.15620920500000002,-0.0020000000000000018,1.4140000000000001,0.182,0.096,0.0,0
-10.59,-0.9118865059999999,11.108,0.15788650599999987,-0.012999999999999998,1.3170000000000002,0.124,0.081,0.0,0
-10.294,-0.9223892109999999,10.554,0.16638921099999993,0.03699999999999999,1.069,0.143,0.077,0.0,0
-10.057,-0.9098456990000001,10.366,0.16884569900000002,0.06,1.1059999999999999,0.134,0.08399999999999999,0.0,0
-8.713000000000001,-0.911894127,8.908000000000001,0.18589412699999996,0.02100000000000002,0.985,0.13899999999999998,0.09,0.0,0
-7.705,-0.925680389,7.983,0.20668038899999996,0.019000000000000017,1.0350000000000001,0.132,0.08499999999999999,0.0,0
-10.515,-0.9197881579999999,10.528,0.1697881579999999,0.061,0.8450000000000001,0.14500000000000002,0.062,0.0,0
-9.681999999999999,-0.9407624339999999,9.728,0.17876243399999991,0.08600000000000001,0.858,0.13699999999999998,0.057,0.0,0
-9.097999999999999,-0.9615040829999999,9.604,0.18350408299999987,0.04100000000000001,1.266,0.13399999999999998,0.052,0.0,0
-9.124,-0.9569829150000001,9.402,0.18098291500000008,0.08499999999999999,1.055,0.10200000000000001,0.063,0.0,0
-9.077,-0.937657778,9.456,0.18765777800000005,0.10700000000000001,1.138,0.15000000000000002,0.07200000000000001,0.0,0
-9.393,-0.9267772360000001,9.768,0.17877723600000006,0.25,1.0879999999999999,0.102,0.075,0.0,0
-8.661,-0.8253274110000001,8.808,0.19132741100000006,0.306,0.855,0.246,0.115,0.0,0
-10.072000000000001,-0.9183338649999999,10.557,0.1653338649999999,0.30300000000000005,1.15,0.13,0.052000000000000005,0.0,0
-11.661,-0.925574328,12.08,0.15157432799999992,0.37800000000000006,1.0610000000000002,-0.0019999999999999983,0.068,0.0,0
-11.782,-0.9213422499999999,12.081999999999999,0.1453422499999999,0.404,0.9620000000000001,0.063,0.07,0.0,0
-10.627,-0.929317745,10.799000000000001,0.16031774499999996,0.40700000000000003,0.839,0.11099999999999999,0.051000000000000004,0.0,0
-10.713000000000001,-0.9380196749999999,10.99,0.16501967499999992,0.386,0.9299999999999999,0.121,0.043,0.0,0
-10.899,-0.915253714,11.405999999999999,0.15225371399999998,0.34400000000000003,1.1239999999999999,0.127,0.03900000000000001,0.0,0
-16.405,-0.8988769950000001,16.439,0.12487699500000016,0.28600000000000003,0.888,0.06999999999999999,0.073,-0.017000000000000015,0
-17.497999999999998,-0.8924691999999999,17.435,0.11646919999999994,0.301,0.806,0.11800000000000001,0.075,-0.016000000000000014,0
-16.535,-0.8818394249999999,16.227,0.122839425,0.301,0.578,0.114,0.086,-0.013999999999999957,0
-15.625,-0.8861051,15.396,0.12510509999999997,0.262,0.647,0.082,0.088,-0.014000000000000012,0
-14.505,-0.9188079469999999,14.821000000000002,0.12780794699999987,0.135,1.167,0.139,0.059,0.0,0
-13.823,-0.909729679,13.511999999999999,0.142729679,0.117,0.569,0.1,0.071,0.0010000000000000009,0
-12.328000000000001,-0.920735735,11.757,0.16073573500000005,0.10600000000000001,0.32399999999999995,0.09699999999999999,0.06699999999999999,0.0,0
-12.998000000000001,-0.907270977,12.201,0.14727097700000003,0.101,0.12100000000000001,0.08199999999999999,0.06,0.0,0
-14.127,-0.8962968580000001,13.568,0.13329685800000002,0.069,0.349,0.09,0.056999999999999995,0.0,0
-17.07,-0.8717965249999999,16.843,0.11779652500000004,0.11800000000000001,0.6739999999999999,0.102,0.063,0.0,0
-18.503,-0.8330649970000001,19.36,0.09606499700000015,0.09500000000000001,1.704,0.135,0.072,0.0,0
-17.892,-0.765655314,19.372,0.09465531400000005,0.04099999999999998,2.2939999999999996,0.18000000000000002,0.087,0.0,0
-16.966,-0.714687469,18.558,0.09768746900000014,0.035,2.39,0.17300000000000001,0.101,0.0,0
-15.213000000000001,-0.701887657,16.569,0.10988765700000003,0.008000000000000007,2.1550000000000002,0.159,0.1,0.0,0
-13.42,-0.7607864130000002,13.902000000000001,0.12678641300000004,0.02600000000000001,1.316,0.136,0.088,0.0,0
-13.644,-0.780272396,14.484,0.12627239599999995,-0.012999999999999998,1.658,0.135,0.08299999999999999,0.0,0
-14.785,-0.805238326,15.229,0.11923832600000006,-0.0010000000000000009,1.297,0.136,0.08199999999999999,0.0,0
-15.221999999999998,-0.843824471,15.642999999999999,0.11482447100000004,-0.023000000000000007,1.2810000000000001,0.137,0.07200000000000001,0.0,0
-14.421,-0.886618009,14.692,0.12661800899999998,-0.033999999999999996,1.135,0.11100000000000002,0.068,0.0,0
-14.697000000000001,-0.8736487769999999,15.370000000000001,0.11864877699999998,-0.0049999999999999906,1.511,0.12399999999999999,0.076,0.0,0
-13.945,-0.8647229569999999,14.427,0.12472295700000002,0.075,1.315,0.132,0.08399999999999999,0.0,0
-13.008000000000001,-0.8775103399999999,12.821,0.13651033999999995,0.133,0.6819999999999999,0.138,0.08299999999999999,0.0,0
-12.487,-0.9095531659999999,12.905999999999999,0.1405531659999999,0.06599999999999999,1.238,0.088,0.074,-0.0030000000000000027,0
-12.399000000000001,-0.9039951559999999,12.757000000000001,0.1479951559999999,0.12099999999999998,1.172,0.10400000000000001,0.068,-0.0030000000000000027,0
-10.989,-0.922592586,11.574,0.15759258600000003,0.091,1.362,0.10600000000000001,0.058,-0.0030000000000000027,0
-10.643,-0.935226775,11.417,0.15422677499999993,0.126,1.514,0.11599999999999999,0.054000000000000006,-0.0020000000000000018,0
-10.336,-0.933131512,11.207,0.16113151199999998,0.17,1.569,0.123,0.06,0.0,0
-10.638000000000002,-0.9175550399999999,11.809000000000001,0.15155503999999986,0.16699999999999998,1.8259999999999998,0.14300000000000002,0.062,0.0,0
-10.515,-0.920443216,11.571,0.155443216,0.21600000000000003,1.674,0.14,0.062,0.0,0
-9.783000000000001,-0.9154561569999999,10.786000000000001,0.16345615699999994,0.195,1.6219999999999999,0.13,0.066,-0.0010000000000000009,0
-10.765,-0.9130647929999999,12.043,0.15306479299999987,0.188,1.88,0.133,0.064,-0.0040000000000000036,0
-11.561,-0.8978079699999999,13.16,0.1378079699999999,0.17400000000000004,2.166,0.14100000000000001,0.07,-0.0030000000000000027,0
-9.786000000000001,-0.9095303610000001,11.098,0.15353036100000006,0.16200000000000003,1.879,0.131,0.068,0.0,0
-11.301,-0.9358612999999999,12.167,0.15086129999999986,0.28500000000000003,1.418,0.132,0.053000000000000005,0.0,0
-10.326,-0.941189484,11.151,0.154189484,0.267,1.354,0.152,0.048,0.0,0
-11.047,-0.9677846259999999,11.723,0.15478462599999987,0.299,1.18,0.151,0.04200000000000001,0.0,0
-11.834,-0.95918062,12.498999999999999,0.14418061999999998,0.312,1.163,0.158,0.04699999999999999,0.0,0
-11.093,-0.952356724,11.791,0.149356724,0.295,1.197,0.11000000000000001,0.056,0.0,0
-10.619000000000002,-0.9696889150000001,10.789000000000001,0.16168891500000004,0.399,0.723,0.096,0.054,0.0,0
-10.302,-0.965730581,10.307,0.16973058099999994,0.44600000000000006,0.683,-0.075,0.064,0.0,0
-10.589,-0.973774185,10.431,0.17277418499999997,0.45999999999999996,0.598,-0.527,0.082,0.0,0
-10.191,-0.968851351,10.003,0.16285135099999992,0.48700000000000004,0.54,0.049,0.063,0.0,0
-8.223,-1.00682779,8.026,0.20982779000000007,0.4019999999999999,0.5389999999999999,-0.036000000000000004,0.049,0.0,0
-7.640000000000001,-1.02122377,7.341,0.22522377000000005,0.343,0.473,0.021,0.040999999999999995,0.0,0
-7.078,-1.040861504,6.883,0.24086150400000006,0.244,0.566,0.107,0.042,0.0,0
-6.436,-1.057640003,6.11,0.2736400029999999,0.246,0.44300000000000006,-0.03,0.043000000000000003,0.0,0
-6.106999999999999,-1.055022327,5.694999999999999,0.28002232700000007,0.189,0.373,0.151,0.029999999999999995,0.0,0
-5.689,-1.075491294,5.1850000000000005,0.3084912940000001,0.157,0.29,0.04200000000000001,0.027,0.0,0
-6.4670000000000005,-1.067331432,5.898,0.2843314320000001,0.175,0.252,0.017,0.028000000000000004,0.0,0
-7.66,-1.033289963,7.072,0.24228996300000005,0.185,0.256,0.053000000000000005,0.023999999999999997,0.0,0
-7.628,-1.021885911,6.973000000000001,0.241885911,0.153,0.2,0.082,0.025,0.0,0
