leverage_ratio,asset_liabilities,roe,asset_turnover,debt_ratio,debt_ratio2,roa,capitalization_ratio,longtermdebt_invcap,totaldebt_invcap,cash_debt,debt_ebitda,rect_turn,asset_liabilities_mul_leverage_ratio,capitalization_ratio_mul_leverage_ratio,longtermdebt_invcap_mul_leverage_ratio,cash_debt_mul_leverage_ratio,leverage_ratio_mul_asset_liabilities,asset_liabilities_mul_asset_liabilities,roe_mul_asset_liabilities,asset_turnover_mul_asset_liabilities,debt_ratio_mul_asset_liabilities,debt_ratio2_mul_asset_liabilities,roa_mul_asset_liabilities,capitalization_ratio_mul_asset_liabilities,longtermdebt_invcap_mul_asset_liabilities,cash_debt_mul_asset_liabilities,debt_ebitda_mul_asset_liabilities,leverage_ratio_mul_roe,asset_liabilities_mul_roe,debt_ratio_mul_roe,debt_ratio2_mul_roe,longtermdebt_invcap_mul_roe,rect_turn_mul_roe,leverage_ratio_mul_asset_turnover,asset_turnover_mul_asset_turnover,debt_ratio_mul_asset_turnover,debt_ratio2_mul_asset_turnover,roa_mul_asset_turnover,capitalization_ratio_mul_asset_turnover,longtermdebt_invcap_mul_asset_turnover,totaldebt_invcap_mul_asset_turnover,leverage_ratio_mul_debt_ratio,asset_liabilities_mul_debt_ratio,roe_mul_debt_ratio,asset_turnover_mul_debt_ratio,debt_ratio_mul_debt_ratio,debt_ratio2_mul_debt_ratio,capitalization_ratio_mul_debt_ratio,longtermdebt_invcap_mul_debt_ratio,totaldebt_invcap_mul_debt_ratio,cash_debt_mul_debt_ratio,debt_ebitda_mul_debt_ratio,rect_turn_mul_debt_ratio,asset_liabilities_mul_debt_ratio2,roe_mul_debt_ratio2,asset_turnover_mul_debt_ratio2,debt_ratio_mul_debt_ratio2,debt_ratio2_mul_debt_ratio2,capitalization_ratio_mul_debt_ratio2,totaldebt_invcap_mul_debt_ratio2,cash_debt_mul_debt_ratio2,debt_ebitda_mul_debt_ratio2,rect_turn_mul_debt_ratio2,leverage_ratio_mul_roa,asset_liabilities_mul_roa,roe_mul_roa,debt_ratio_mul_roa,debt_ratio2_mul_roa,capitalization_ratio_mul_roa,totaldebt_invcap_mul_roa,debt_ebitda_mul_roa,rect_turn_mul_roa,leverage_ratio_mul_capitalization_ratio,asset_liabilities_mul_capitalization_ratio,roe_mul_capitalization_ratio,asset_turnover_mul_capitalization_ratio,debt_ratio_mul_capitalization_ratio,roa_mul_capitalization_ratio,capitalization_ratio_mul_capitalization_ratio,longtermdebt_invcap_mul_capitalization_ratio,totaldebt_invcap_mul_capitalization_ratio,cash_debt_mul_capitalization_ratio,debt_ebitda_mul_capitalization_ratio,rect_turn_mul_capitalization_ratio,leverage_ratio_mul_longtermdebt_invcap,debt_ratio_mul_longtermdebt_invcap,debt_ratio2_mul_longtermdebt_invcap,capitalization_ratio_mul_longtermdebt_invcap,longtermdebt_invcap_mul_longtermdebt_invcap,totaldebt_invcap_mul_longtermdebt_invcap,cash_debt_mul_longtermdebt_invcap,rect_turn_mul_longtermdebt_invcap,asset_liabilities_mul_totaldebt_invcap,roe_mul_totaldebt_invcap,asset_turnover_mul_totaldebt_invcap,debt_ratio2_mul_totaldebt_invcap,totaldebt_invcap_mul_totaldebt_invcap,cash_debt_mul_totaldebt_invcap,debt_ebitda_mul_totaldebt_invcap,rect_turn_mul_totaldebt_invcap,roe_mul_cash_debt,asset_turnover_mul_cash_debt,capitalization_ratio_mul_cash_debt,longtermdebt_invcap_mul_cash_debt,cash_debt_mul_cash_debt,leverage_ratio_mul_debt_ebitda,asset_liabilities_mul_debt_ebitda,roe_mul_debt_ebitda,asset_turnover_mul_debt_ebitda,debt_ratio_mul_debt_ebitda,debt_ratio2_mul_debt_ebitda,roa_mul_debt_ebitda,capitalization_ratio_mul_debt_ebitda,longtermdebt_invcap_mul_debt_ebitda,totaldebt_invcap_mul_debt_ebitda,debt_ebitda_mul_debt_ebitda,rect_turn_mul_debt_ebitda,leverage_ratio_mul_rect_turn,asset_turnover_mul_rect_turn,debt_ratio_mul_rect_turn,roa_mul_rect_turn,capitalization_ratio_mul_rect_turn,longtermdebt_invcap_mul_rect_turn,totaldebt_invcap_mul_rect_turn,cash_debt_mul_rect_turn,rect_turn_mul_rect_turn
14.933,1.067048063,0.107,0.081,0.937,0.043,0.018,0.244,0.244,0.513,-0.02,2.418,0.154,15.934228724779002,3.643652,3.643652,-0.29866,15.934228724779002,1.1385915687520523,0.114174142741,0.086430893103,0.9998240350310001,0.045883066709,0.019206865134000002,0.260359727372,0.260359727372,-0.021340961260000003,2.5801222163340003,1.597831,0.114174142741,0.100259,0.004600999999999999,0.026108,0.016478,1.209573,0.006561,0.075897,0.003483,0.0014579999999999999,0.019764,0.019764,0.041553,13.992221,0.9998240350310001,0.100259,0.075897,0.8779690000000001,0.040291,0.228628,0.228628,0.480681,-0.018740000000000003,2.2656660000000004,0.144298,0.045883066709,0.004600999999999999,0.003483,0.040291,0.0018489999999999997,0.010492,0.022059,-0.00086,0.103974,0.006621999999999999,0.268794,0.019206865134000002,0.0019259999999999998,0.016866,0.0007739999999999998,0.004391999999999999,0.009234,0.043524,0.0027719999999999997,3.643652,0.260359727372,0.026108,0.019764,0.228628,0.004391999999999999,0.059536,0.059536,0.125172,-0.00488,0.5899920000000001,0.037576,3.643652,0.228628,0.010492,0.059536,0.059536,0.125172,-0.00488,0.037576,0.5473956563190001,0.054891,0.041553,0.022059,0.263169,-0.01026,1.240434,0.079002,-0.00214,-0.0016200000000000001,-0.00488,-0.00488,0.0004,36.107994000000005,2.5801222163340003,0.258726,0.19585800000000003,2.2656660000000004,0.103974,0.043524,0.5899920000000001,0.5899920000000001,1.240434,5.846724000000001,0.37237200000000004,2.299682,0.012474,0.144298,0.0027719999999999997,0.037576,0.037576,0.079002,-0.00308,0.023716
14.734,1.067940781,0.117,0.085,0.936,0.041,0.02,0.23,0.23,0.498,-0.006,2.093,0.159,15.735039467253998,3.38882,3.38882,-0.088404,15.735039467253998,1.1404975117228897,0.124949071377,0.090774966385,0.999592571016,0.043785572020999995,0.02135881562,0.24562637962999997,0.24562637962999997,-0.0064076446859999995,2.2352000546329998,1.723878,0.124949071377,0.10951200000000001,0.004797,0.026910000000000003,0.018603,1.2523900000000001,0.007225000000000001,0.07956,0.0034850000000000003,0.0017000000000000001,0.01955,0.01955,0.04233,13.791024,0.999592571016,0.10951200000000001,0.07956,0.8760960000000001,0.038376,0.21528000000000003,0.21528000000000003,0.46612800000000004,-0.005616,1.9590480000000001,0.148824,0.043785572020999995,0.004797,0.0034850000000000003,0.038376,0.0016810000000000002,0.009430000000000001,0.020418000000000002,-0.000246,0.085813,0.0065190000000000005,0.29468,0.02135881562,0.00234,0.01872,0.0008200000000000001,0.0046,0.00996,0.04186,0.00318,3.38882,0.24562637962999997,0.026910000000000003,0.01955,0.21528000000000003,0.0046,0.0529,0.0529,0.11454,-0.0013800000000000002,0.48139000000000004,0.036570000000000005,3.38882,0.21528000000000003,0.009430000000000001,0.0529,0.0529,0.11454,-0.0013800000000000002,0.036570000000000005,0.531834508938,0.058266000000000005,0.04233,0.020418000000000002,0.248004,-0.002988,1.042314,0.079182,-0.000702,-0.00051,-0.0013800000000000002,-0.0013800000000000002,3.6e-05,30.838262,2.2352000546329998,0.24488100000000002,0.177905,1.9590480000000001,0.085813,0.04186,0.48139000000000004,0.48139000000000004,1.042314,4.380649,0.332787,2.342706,0.013515000000000001,0.148824,0.00318,0.036570000000000005,0.036570000000000005,0.079182,-0.000954,0.025281
15.294,1.06544875,0.137,0.085,0.939,0.049,0.021,0.317,0.317,0.542,0.036,2.525,0.152,16.2949731825,4.848198,4.848198,0.550584,16.2949731825,1.1351810388765626,0.14596647875000002,0.09056314375,1.00045637625,0.05220698875,0.022374423750000004,0.33774725375000003,0.33774725375000003,0.038356154999999996,2.6902580937500002,2.0952780000000004,0.14596647875000002,0.128643,0.006713000000000001,0.043429,0.020824000000000002,1.2999900000000002,0.007225000000000001,0.079815,0.004165,0.0017850000000000003,0.026945000000000004,0.026945000000000004,0.04607000000000001,14.361066,1.00045637625,0.128643,0.079815,0.8817209999999999,0.046010999999999996,0.297663,0.297663,0.508938,0.033803999999999994,2.3709749999999996,0.142728,0.05220698875,0.006713000000000001,0.004165,0.046010999999999996,0.0024010000000000004,0.015533,0.026558000000000002,0.001764,0.123725,0.007448,0.321174,0.022374423750000004,0.0028770000000000002,0.019719,0.0010290000000000002,0.006657000000000001,0.011382000000000001,0.053025,0.003192,4.848198,0.33774725375000003,0.043429,0.026945000000000004,0.297663,0.006657000000000001,0.10048900000000001,0.10048900000000001,0.17181400000000002,0.011411999999999999,0.8004249999999999,0.048184,4.848198,0.297663,0.015533,0.10048900000000001,0.10048900000000001,0.17181400000000002,0.011411999999999999,0.048184,0.5774732225000001,0.07425400000000001,0.04607000000000001,0.026558000000000002,0.293764,0.019512,1.3685500000000002,0.082384,0.004932,0.00306,0.011411999999999999,0.011411999999999999,0.0012959999999999998,38.61735,2.6902580937500002,0.34592500000000004,0.214625,2.3709749999999996,0.123725,0.053025,0.8004249999999999,0.8004249999999999,1.3685500000000002,6.375624999999999,0.3838,2.324688,0.012920000000000001,0.142728,0.003192,0.048184,0.048184,0.082384,0.0054719999999999994,0.023104
13.652,1.072059659,0.167,0.097,0.932,0.07,0.025,0.272,0.298,0.819,-0.02,2.957,0.163,14.635758464668,3.713344,4.068295999999999,-0.27304,14.635758464668,1.1493119124551963,0.179033963053,0.103989786923,0.999159602188,0.07504417613,0.026801491475,0.291600227248,0.319473778382,-0.021441193180000002,3.1700804116629997,2.279884,0.179033963053,0.155644,0.011690000000000002,0.049766,0.027221000000000002,1.324244,0.009409,0.09040400000000001,0.006790000000000001,0.002425,0.026384,0.028906,0.079443,12.723664,0.999159602188,0.155644,0.09040400000000001,0.8686240000000001,0.06524,0.253504,0.277736,0.763308,-0.01864,2.755924,0.15191600000000002,0.07504417613,0.011690000000000002,0.006790000000000001,0.06524,0.004900000000000001,0.019040000000000005,0.05733,-0.0014000000000000002,0.20699,0.011410000000000002,0.3413,0.026801491475,0.004175000000000001,0.0233,0.0017500000000000003,0.0068000000000000005,0.020475,0.073925,0.0040750000000000005,3.713344,0.291600227248,0.045424000000000006,0.026384,0.253504,0.0068000000000000005,0.07398400000000001,0.081056,0.222768,-0.00544,0.804304,0.04433600000000001,4.068295999999999,0.277736,0.02086,0.081056,0.088804,0.24406199999999997,-0.00596,0.048574,0.8780168607209999,0.136773,0.079443,0.05733,0.6707609999999999,-0.01638,2.4217829999999996,0.133497,-0.00334,-0.00194,-0.00544,-0.00596,0.0004,40.368964,3.1700804116629997,0.493819,0.286829,2.755924,0.20699,0.073925,0.804304,0.8811859999999999,2.4217829999999996,8.743848999999999,0.481991,2.225276,0.015811000000000002,0.15191600000000002,0.0040750000000000005,0.04433600000000001,0.048574,0.133497,-0.0032600000000000003,0.026569000000000002
13.39,1.071841429,0.151,0.106,0.93,0.071,0.023,0.244,0.264,0.834,0.063,3.17,0.186,14.35195673431,3.26716,3.5349600000000003,0.84357,14.35195673431,1.148844048920762,0.161848055779,0.113615191474,0.9968125289700001,0.07610074145899999,0.024652352867,0.261529308676,0.282966137256,0.067526010027,3.39773732993,2.02189,0.161848055779,0.14043,0.010720999999999998,0.039864000000000004,0.028086,1.41934,0.011236,0.09858,0.007525999999999999,0.002438,0.025863999999999998,0.027984000000000002,0.088404,12.452700000000002,0.9968125289700001,0.14043,0.09858,0.8649000000000001,0.06602999999999999,0.22692,0.24552000000000002,0.77562,0.05859,2.9481,0.17298,0.07610074145899999,0.010720999999999998,0.007525999999999999,0.06602999999999999,0.0050409999999999995,0.017324,0.05921399999999999,0.0044729999999999995,0.22506999999999996,0.013205999999999999,0.30797,0.024652352867,0.003473,0.02139,0.001633,0.005612,0.019181999999999998,0.07291,0.004278,3.26716,0.261529308676,0.036843999999999995,0.025863999999999998,0.22692,0.005612,0.059536,0.064416,0.20349599999999998,0.015372,0.77348,0.045384,3.5349600000000003,0.24552000000000002,0.018744,0.064416,0.06969600000000001,0.220176,0.016632,0.049104,0.893915751786,0.125934,0.088404,0.05921399999999999,0.695556,0.052542,2.64378,0.15512399999999998,0.009513,0.006678,0.015372,0.016632,0.003969,42.4463,3.39773732993,0.47867,0.33602,2.9481,0.22506999999999996,0.07291,0.77348,0.8368800000000001,2.64378,10.0489,0.58962,2.49054,0.019716,0.17298,0.004278,0.045384,0.049104,0.15512399999999998,0.011718,0.034596
12.78,1.075667096,0.196,0.125,0.927,0.079,0.03,0.263,0.335,1.027,0.021,2.833,0.217,13.74702548688,3.36114,4.2813,0.26838,13.74702548688,1.1570597014170734,0.21083075081600003,0.134458387,0.9971433979920001,0.084977700584,0.032270012880000004,0.28290044624800004,0.36034847716000007,0.022589009016000004,3.0473648829680005,2.50488,0.21083075081600003,0.18169200000000002,0.015484000000000001,0.06566000000000001,0.042532,1.5975,0.015625,0.115875,0.009875,0.00375,0.032875,0.041875,0.128375,11.84706,0.9971433979920001,0.18169200000000002,0.115875,0.8593290000000001,0.073233,0.24380100000000002,0.310545,0.952029,0.019467,2.6261910000000004,0.201159,0.084977700584,0.015484000000000001,0.009875,0.073233,0.006241,0.020777,0.081133,0.001659,0.223807,0.017143,0.38339999999999996,0.032270012880000004,0.00588,0.02781,0.00237,0.00789,0.030809999999999997,0.08499,0.006509999999999999,3.36114,0.28290044624800004,0.051548000000000004,0.032875,0.24380100000000002,0.00789,0.06916900000000001,0.088105,0.270101,0.005523000000000001,0.745079,0.057071000000000004,4.2813,0.310545,0.026465000000000002,0.088105,0.11222500000000002,0.344045,0.0070350000000000005,0.07269500000000001,1.104710107592,0.201292,0.128375,0.081133,1.0547289999999998,0.021567,2.909491,0.22285899999999997,0.004116000000000001,0.002625,0.005523000000000001,0.0070350000000000005,0.00044100000000000004,36.20574,3.0473648829680005,0.5552680000000001,0.354125,2.6261910000000004,0.223807,0.08499,0.745079,0.9490550000000001,2.909491,8.025889000000001,0.614761,2.77326,0.027125,0.201159,0.006509999999999999,0.057071000000000004,0.07269500000000001,0.22285899999999997,0.004557,0.047089
12.439,1.078894593,0.166,0.129,0.926,0.082,0.023,0.278,0.356,1.02,0.013,3.675,0.209,13.420369842327,3.4580420000000003,4.428284,0.161707,13.420369842327,1.1640135428046356,0.17909650243800002,0.139177402497,0.9990563931180001,0.088469356626,0.024814575639,0.29993269685400004,0.384086475108,0.014025629708999999,3.964937629275,2.064874,0.17909650243800002,0.15371600000000002,0.013612,0.059096,0.034694,1.6046310000000001,0.016641,0.119454,0.010578,0.002967,0.035862000000000005,0.045924,0.13158,11.518514000000001,0.9990563931180001,0.15371600000000002,0.119454,0.8574760000000001,0.07593200000000001,0.25742800000000005,0.329656,0.94452,0.012038,3.40305,0.193534,0.088469356626,0.013612,0.010578,0.07593200000000001,0.006724000000000001,0.022796000000000004,0.08364,0.0010659999999999999,0.30135,0.017138,0.286097,0.024814575639,0.003818,0.021298,0.001886,0.006394,0.02346,0.08452499999999999,0.004807,3.4580420000000003,0.29993269685400004,0.04614800000000001,0.035862000000000005,0.25742800000000005,0.006394,0.07728400000000002,0.098968,0.28356000000000003,0.003614,1.02165,0.058102,4.428284,0.329656,0.029192,0.098968,0.126736,0.36312,0.004627999999999999,0.074404,1.10047248486,0.16932,0.13158,0.08364,1.0404,0.01326,3.7485,0.21318,0.002158,0.0016769999999999999,0.003614,0.004627999999999999,0.000169,45.713325,3.964937629275,0.61005,0.47407499999999997,3.40305,0.30135,0.08452499999999999,1.02165,1.3082999999999998,3.7485,13.505624999999998,0.768075,2.599751,0.026961,0.193534,0.004807,0.058102,0.074404,0.21318,0.002717,0.043681
12.845,1.077451808,0.157,0.114,0.928,0.074,0.022,0.34,0.464,0.922,0.002,3.426,0.185,13.83986847376,4.3673,5.9600800000000005,0.02569,13.83986847376,1.1609023985624687,0.169159933856,0.122829506112,0.999875277824,0.079731433792,0.023703939775999997,0.36633361472000003,0.499937638912,0.002154903616,3.691349894208,2.016665,0.169159933856,0.14569600000000002,0.011618,0.07284800000000001,0.029045,1.4643300000000001,0.012996,0.10579200000000001,0.008435999999999999,0.002508,0.03876,0.052896000000000006,0.10510800000000001,11.920160000000001,0.999875277824,0.14569600000000002,0.10579200000000001,0.8611840000000001,0.068672,0.31552,0.43059200000000003,0.855616,0.0018560000000000002,3.1793280000000004,0.17168,0.079731433792,0.011618,0.008435999999999999,0.068672,0.005475999999999999,0.025160000000000002,0.068228,0.000148,0.25352399999999997,0.013689999999999999,0.28259,0.023703939775999997,0.0034539999999999996,0.020416,0.0016279999999999999,0.00748,0.020284,0.075372,0.00407,4.3673,0.36633361472000003,0.053380000000000004,0.03876,0.31552,0.00748,0.11560000000000002,0.15776,0.31348000000000004,0.00068,1.16484,0.0629,5.9600800000000005,0.43059200000000003,0.034336,0.15776,0.21529600000000002,0.427808,0.0009280000000000001,0.08584,0.993410566976,0.144754,0.10510800000000001,0.068228,0.8500840000000001,0.0018440000000000002,3.1587720000000004,0.17057,0.000314,0.000228,0.00068,0.0009280000000000001,4e-06,44.00697,3.691349894208,0.5378820000000001,0.390564,3.1793280000000004,0.25352399999999997,0.075372,1.16484,1.5896640000000002,3.1587720000000004,11.737476000000001,0.63381,2.376325,0.02109,0.17168,0.00407,0.0629,0.08584,0.17057,0.00037,0.034225
12.951,1.078457264,0.154,0.12,0.928,0.072,0.022,0.345,0.474,0.907,0.025,3.368,0.187,13.967100026064001,4.468095,6.138774,0.32377500000000003,13.967100026064001,1.163070070274366,0.166082418656,0.12941487168000002,1.0008083409920001,0.077648923008,0.023726059808,0.37206775608,0.511188743136,0.026961431600000002,3.6322440651520003,1.994454,0.166082418656,0.142912,0.011087999999999999,0.07299599999999999,0.028798,1.55412,0.0144,0.11136,0.008639999999999998,0.0026399999999999996,0.04139999999999999,0.05687999999999999,0.10884,12.018528000000002,1.0008083409920001,0.142912,0.11136,0.8611840000000001,0.066816,0.32016,0.439872,0.8416960000000001,0.023200000000000002,3.125504,0.173536,0.077648923008,0.011087999999999999,0.008639999999999998,0.066816,0.005183999999999999,0.024839999999999997,0.065304,0.0018,0.24249599999999996,0.013463999999999999,0.284922,0.023726059808,0.003388,0.020416,0.0015839999999999997,0.007589999999999999,0.019954,0.074096,0.004114,4.468095,0.37206775608,0.05313,0.04139999999999999,0.32016,0.007589999999999999,0.11902499999999998,0.16352999999999998,0.312915,0.008624999999999999,1.1619599999999999,0.06451499999999999,6.138774,0.439872,0.034128,0.16352999999999998,0.224676,0.42991799999999997,0.01185,0.088638,0.9781607384480001,0.139678,0.10884,0.065304,0.8226490000000001,0.022675,3.054776,0.169609,0.00385,0.003,0.008624999999999999,0.01185,0.0006250000000000001,43.618968,3.6322440651520003,0.518672,0.40415999999999996,3.125504,0.24249599999999996,0.074096,1.1619599999999999,1.5964319999999999,3.054776,11.343423999999999,0.6298159999999999,2.421837,0.022439999999999998,0.173536,0.004114,0.06451499999999999,0.088638,0.169609,0.004675,0.034969
13.266,1.072537007,0.087,0.115,0.93,0.065,0.014,0.303,0.303,0.65,0.022,4.649,0.181,14.228275934862,4.019598,4.019598,0.291852,14.228275934862,1.150335631384518,0.09331071960899999,0.12334175580500001,0.99745941651,0.069714905455,0.015015518098,0.32497871312099996,0.32497871312099996,0.023595814154,4.986224545543,1.154142,0.09331071960899999,0.08091,0.0056549999999999994,0.026361,0.015746999999999997,1.52559,0.013225,0.10695,0.007475000000000001,0.00161,0.034845,0.034845,0.07475000000000001,12.337380000000001,0.99745941651,0.08091,0.10695,0.8649000000000001,0.060450000000000004,0.28179,0.28179,0.6045,0.02046,4.32357,0.16833,0.069714905455,0.0056549999999999994,0.007475000000000001,0.060450000000000004,0.0042250000000000005,0.019695,0.04225,0.00143,0.30218500000000004,0.011765,0.185724,0.015015518098,0.001218,0.01302,0.00091,0.004242,0.0091,0.065086,0.002534,4.019598,0.32497871312099996,0.026361,0.034845,0.28179,0.004242,0.091809,0.091809,0.19695000000000001,0.006665999999999999,1.408647,0.054842999999999996,4.019598,0.28179,0.019695,0.091809,0.091809,0.19695000000000001,0.006665999999999999,0.054842999999999996,0.69714905455,0.056549999999999996,0.07475000000000001,0.04225,0.42250000000000004,0.0143,3.02185,0.11765,0.0019139999999999997,0.00253,0.006665999999999999,0.006665999999999999,0.00048399999999999995,61.673634,4.986224545543,0.40446299999999996,0.534635,4.32357,0.30218500000000004,0.065086,1.408647,1.408647,3.02185,21.613201,0.841469,2.401146,0.020815,0.16833,0.002534,0.054842999999999996,0.054842999999999996,0.11765,0.003981999999999999,0.032761
