totaldebt_invcap_mulw_leverage_ratio,rect_turn_mulw_asset_liabilities,leverage_ratio_mulw_debt_ratio,asset_liabilities_mulw_debt_ratio,capitalization_ratio_mulw_debt_ratio2,totaldebt_invcap_mulw_debt_ratio2,roe_mulw_roa,asset_turnover_mulw_roa,longtermdebt_invcap_mulw_capitalization_ratio,label
2.7569309851271897,0.05955263809263341,8.753364421398059,-0.8154859886922967,0.006080814524277293,0.009970576686084788,0.0007611393510762898,0.0006204634483842093,0.04781334957014774,0
2.640653832102074,0.061537606103918806,8.627498008804087,-0.815297199810948,0.005465314617225971,0.009228851479055226,0.0009247487442982961,0.0007234484651942086,0.042483979311018806,0
2.9831963338391794,0.05869112772576543,8.98410939748231,-0.8160017448514802,0.00900241059908494,0.012004106062334641,0.001136966725361623,0.0007596208884539191,0.080702695595179,0
4.018908253221956,0.07225032182377504,7.790258682330962,-0.8130297154766489,0.010040414679620647,0.026764482881808993,0.0013725010209179411,0.0010375102106726355,0.05173247658409428,0
4.723487404970723,0.0845929012615663,7.411377614902459,-0.8132995820152394,0.012041658727688651,0.03667178014742813,0.0023237276138777696,0.0015958422026342836,0.07075710769749172,0
4.262128055104871,0.07223802850992736,7.457108091801315,-0.815527783826489,0.014581899869502165,0.0308387735680762,0.0013649923772676557,0.0010672992651218087,0.12669702412299294,0
4.227387458897002,0.07308711998900179,7.518645924244362,-0.8162888176818567,0.01439643850391231,0.029517137672064965,0.0013389097203771912,0.0011234729106545354,0.13133090995710595,0
3.1032360647739554,0.07035373574545181,7.718115883480399,-0.8135573360445154,0.011414567485287961,0.019096825104813562,0.0004813435771603951,0.0006851482523309858,0.07373178934906097,0
3.0666539466948555,0.0684179761785297,7.949275624355129,-0.8153988539941307,0.010500011126223,0.017232342180379098,0.00022684007659282994,0.0006315279543224738,0.07084063007647745,0
2.8341442661502003,0.06524334264017496,7.590095571680371,-0.8119686552125952,0.009736721693467265,0.01635321023176697,0.00025924580182037704,0.0006604658929302422,0.06296302415848534,0
3.109984592843009,0.0687242357722928,7.5215486521897885,-0.8155335953368301,0.010519136829549455,0.01989776176956456,-6.639221753936486e-05,0.0006017388998733005,0.06073442221920222,0
3.4657441616590425,0.07232066306436312,7.656349085858897,-0.8129461857581521,0.011192593413347607,0.023459037154199492,0.00019917665261809454,0.0007966444275550342,0.059416535450782904,0
2.914986248566143,0.0776334918501059,7.511679377175338,-0.8147805422792012,0.009701947687419167,0.017542863336521275,0.0005817222870115777,0.0010766615393772634,0.058545975269816086,0
2.932362124858274,0.07134079808692123,7.348746254776522,-0.8133233420981312,0.007919200310686709,0.017728633635174018,0.0006998846265608044,0.0009689953854395369,0.04029633546143062,0
2.7795161694291086,0.06834537446231559,7.128042590384521,-0.8130353713004446,0.004965728063668304,0.015870478652786124,0.0015175364008997681,0.0012000733363809813,0.018799763169974275,0
2.4192900913412636,0.07848678858354599,6.9688536116825555,-0.8152013564358493,0.01361750076843493,0.016616271822559908,0.0013871231164474442,0.0012000733363809813,0.10178165599170659,0
2.2889609424232154,0.04290459945721769,7.62147881523862,-0.815499143855071,0.014259081180022325,0.01293386154731929,0.0021371970979338403,0.0012936960789355259,0.139650220763965,0
3.300568970782048,0.04474427382976812,7.913372508080131,-0.8152408506824539,0.033011543508226306,0.03142501219910444,0.002364827558068805,0.0014324279610845331,0.24559514610819191,0
